304,453,236,30,1
586,452,211,32,4
834,453,246,30,6
1108,453,221,31,7
1356,452,256,30,9
301,993,252,29,2
590,994,225,29,3
829,994,251,28,5
1110,992,223,31,8
1364,994,249,26,10
