322,729,185,136,1
326,205,189,175,2
573,202,189,194,3
575,720,200,187,4
850,211,198,196,5
837,729,207,227,6
1101,193,211,205,8
1082,698,225,239,7
1358,690,232,234,9
1358,189,248,227,10
