304,453,236,30,2
586,452,211,32,3
834,453,246,30,5
1108,453,221,31,8
1356,452,256,30,10
301,993,252,29,1
590,994,225,29,4
829,994,251,28,6
1110,992,223,31,7
1364,994,249,26,9
