322,729,185,136,2
326,205,189,175,1
573,202,189,194,4
575,720,200,187,3
850,211,198,196,6
837,729,207,227,5
1101,193,211,205,7
1082,698,225,239,8
1358,690,232,234,10
1358,189,248,227,9
